axis,selector,chi2,chi2_p,reference,treatment,odds_ratio,or_ci_low,or_ci_high,p_value,n_rows,n_trials
formality,llm_cot,0.22981984050280388,0.6316574462166504,casual,formal,1.0885764751799056,0.8172822703540541,1.449925913358864,0.5616917315610093,1200,120
formality,llm_description_only,0.30730927003333774,0.5793360374812591,casual,formal,1.0899177605202965,0.8093378980651088,1.4677685643259148,0.5707188822225759,1200,120
formality,llm_few_shot,6.605879432700101,0.010164259161477425,casual,formal,1.5491888527439426,1.161200803567753,2.0668140205313428,0.0029189665708898474,1200,120
formality,power_of_choice,0.21681118613742384,0.6414804505921228,casual,formal,0.8152630252647427,0.6477214964705184,1.0261413338689043,0.08183441639280858,3600,360
implied_geography,llm_cot,51.06787948230139,8.922645874740082e-13,global_north,global_south,0.4030083660009371,0.3154798650794728,0.5148212645071056,3.47789706573439e-13,2300,230
implied_geography,llm_description_only,2.8680620727889385,0.09035360694427667,global_north,global_south,0.8242425428803504,0.6683089944623717,1.0165593686800478,0.07083985333478554,2300,230
implied_geography,llm_few_shot,6.144327081193685,0.013183432220431975,global_north,global_south,0.7074673403249669,0.5688981563607781,0.8797884683406746,0.0018611322213687223,2300,230
implied_geography,power_of_choice,0.3525777515775836,0.5526575421238369,global_north,global_south,1.0131424606018937,0.8563828978109691,1.1985966185198522,0.8789943204244549,6900,690
